Name,Email,Financial Status,Created at,Currency,Subtotal,Discount Amount,Shipping,Taxes,Total,Refunded Amount,Lineitem quantity,Lineitem name,Lineitem price,Lineitem sku
#2637,jade.thomas5796@example.com,paid,2026-08-21 15:39:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2638,louis.thomas95851@example.com,paid,2026-08-21 22:10:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2639,jade.michel48264@example.com,paid,2026-08-21 15:31:00 +0200,EUR,138.00,0.00,0.00,27.60,165.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#2639,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2640,sarah.simon91986@example.com,paid,2026-08-21 10:36:00 +0200,EUR,328.00,0.00,0.00,65.60,393.60,,1,Porte-cartes,39.00,ACC-201
#2640,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#2641,lucas.thomas91620@example.com,paid,2026-08-21 14:21:00 +0200,EUR,214.20,23.80,0.00,42.84,257.04,,1,Bracelet Acier Noir,49.00,BRW-001
#2641,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2642,sarah.bernard47279@example.com,paid,2026-08-21 11:05:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#2643,gabriel.petit88597@example.com,paid,2026-08-21 10:01:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#2643,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2644,ines.durand98778@example.com,paid,2026-08-21 21:26:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2645,chloe.durand80@example.com,paid,2026-08-21 11:01:00 +0200,EUR,170.10,18.90,0.00,34.02,204.12,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2646,sarah.laurent45@example.com,paid,2026-08-21 11:18:00 +0200,EUR,520.20,57.80,0.00,104.04,624.24,,2,Montre Automatique 38mm,289.00,WTC-010
#2647,emma.dubois74@example.com,paid,2026-08-21 20:17:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2648,louis.bernard50968@example.com,paid,2026-08-22 13:14:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#2649,manon.durand40499@example.com,paid,2026-08-22 09:56:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2650,lea.thomas3245@example.com,paid,2026-08-22 08:51:00 +0200,EUR,98.00,0.00,0.00,19.60,117.60,,2,Bracelet Acier Noir,49.00,BRW-001
#2651,ines.thomas54819@example.com,paid,2026-08-22 08:55:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#2652,louis.leroy76017@example.com,paid,2026-08-22 22:54:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2653,louis.thomas30343@example.com,paid,2026-08-22 16:16:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2654,emma.leroy68852@example.com,paid,2026-08-22 10:07:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2655,theo.laurent2433@example.com,paid,2026-08-22 17:21:00 +0200,EUR,208.00,0.00,0.00,41.60,249.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#2655,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#2656,louis.lefebvre1785@example.com,refunded,2026-08-22 17:25:00 +0200,EUR,168.30,18.70,0.00,33.66,201.96,160.41,1,Pochette Zippee,69.00,BAG-101
#2656,,,,,,,,,,,2,Bracelet Cuir Camel,59.00,BRW-002
#2657,jade.thomas5796@example.com,paid,2026-08-22 19:12:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2658,jade.simon70557@example.com,paid,2026-08-22 13:40:00 +0200,EUR,331.20,36.80,0.00,66.24,397.44,,1,Montre Automatique 38mm,289.00,WTC-010
#2658,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2659,louis.simon9703@example.com,paid,2026-08-22 12:29:00 +0200,EUR,260.10,28.90,0.00,52.02,312.12,,1,Montre Automatique 38mm,289.00,WTC-010
#2660,lucas.michel9195@example.com,paid,2026-08-22 09:57:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2661,theo.moreau31514@example.com,paid,2026-08-22 17:40:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2662,lucas.lefebvre89683@example.com,paid,2026-08-22 08:37:00 +0200,EUR,228.00,0.00,0.00,45.60,273.60,,1,Ceinture Reversible,79.00,ACC-200
#2662,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#2663,hugo.garcia81048@example.com,paid,2026-08-22 12:20:00 +0200,EUR,247.00,0.00,0.00,49.40,296.40,,2,Bracelet Acier Noir,49.00,BRW-001
#2663,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#2664,lea.durand40768@example.com,paid,2026-08-22 11:07:00 +0200,EUR,44.10,4.90,5.90,8.82,58.82,,1,Bracelet Acier Noir,49.00,BRW-001
#2665,louis.dubois15608@example.com,paid,2026-08-22 12:53:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2666,manon.moreau47551@example.com,paid,2026-08-22 20:10:00 +0200,EUR,128.00,0.00,0.00,25.60,153.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#2666,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#2667,gabriel.robert70462@example.com,paid,2026-08-22 22:31:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2668,manon.dubois31@example.com,paid,2026-08-22 09:07:00 +0200,EUR,106.20,11.80,0.00,21.24,127.44,,1,Porte-cartes,39.00,ACC-201
#2668,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2669,theo.bernard33012@example.com,paid,2026-08-22 21:07:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2670,manon.petit78@example.com,paid,2026-08-22 16:14:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#2671,gabriel.martin95@example.com,paid,2026-08-23 10:34:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2672,hugo.moreau45@example.com,paid,2026-08-23 08:44:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,2,Bracelet Cuir Camel,59.00,BRW-002
#2673,nathan.dubois83936@example.com,paid,2026-08-23 18:06:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2674,theo.bernard59@example.com,paid,2026-08-23 20:55:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#2675,nathan.moreau14165@example.com,paid,2026-08-23 21:54:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2676,camille.michel32425@example.com,paid,2026-08-23 17:51:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2677,emma.dubois65448@example.com,refunded,2026-08-23 16:23:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,133.76,1,Sac Bandouliere Cuir,189.00,BAG-100
#2678,louis.simon65@example.com,paid,2026-08-23 12:16:00 +0200,EUR,260.10,28.90,0.00,52.02,312.12,,1,Montre Automatique 38mm,289.00,WTC-010
#2679,emma.robert63858@example.com,paid,2026-08-23 11:16:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2680,hugo.thomas14006@example.com,paid,2026-08-23 16:29:00 +0200,EUR,148.00,0.00,0.00,29.60,177.60,,1,Ceinture Reversible,79.00,ACC-200
#2680,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#2681,lucas.thomas12692@example.com,paid,2026-08-23 12:10:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Pochette Zippee,69.00,BAG-101
#2681,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2682,manon.leroy71504@example.com,paid,2026-08-23 21:55:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#2683,lucas.laurent42186@example.com,paid,2026-08-23 11:37:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2684,arthur.thomas69846@example.com,paid,2026-08-23 11:46:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2685,hugo.martin99557@example.com,paid,2026-08-23 09:28:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2686,emma.michel47032@example.com,paid,2026-08-23 13:02:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2687,theo.thomas61754@example.com,paid,2026-08-23 22:12:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2688,nathan.michel6059@example.com,paid,2026-08-23 16:29:00 +0200,EUR,98.00,0.00,0.00,19.60,117.60,,2,Bracelet Acier Noir,49.00,BRW-001
#2689,nathan.dubois60@example.com,paid,2026-08-23 16:02:00 +0200,EUR,138.00,0.00,0.00,27.60,165.60,,2,Pochette Zippee,69.00,BAG-101
#2690,emma.lefebvre72786@example.com,paid,2026-08-23 09:09:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2691,lea.leroy34081@example.com,paid,2026-08-23 19:56:00 +0200,EUR,188.00,0.00,0.00,37.60,225.60,,1,Montre Quartz 34mm,149.00,WTC-011
#2691,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2692,louis.leroy728@example.com,paid,2026-08-23 20:24:00 +0200,EUR,328.00,0.00,0.00,65.60,393.60,,1,Porte-cartes,39.00,ACC-201
#2692,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#2693,camille.durand45663@example.com,paid,2026-08-23 13:14:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2694,gabriel.michel44277@example.com,paid,2026-08-24 12:52:00 +0200,EUR,133.20,14.80,0.00,26.64,159.84,,1,Ceinture Reversible,79.00,ACC-200
#2694,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#2695,arthur.dubois71684@example.com,paid,2026-08-24 19:54:00 +0200,EUR,187.20,20.80,0.00,37.44,224.64,,1,Montre Quartz 34mm,149.00,WTC-011
#2695,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#2696,manon.martin91@example.com,paid,2026-08-24 11:33:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2697,chloe.robert67820@example.com,paid,2026-08-24 09:21:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2698,gabriel.moreau3599@example.com,paid,2026-08-24 16:50:00 +0200,EUR,106.20,11.80,0.00,21.24,127.44,,1,Pochette Zippee,69.00,BAG-101
#2698,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2699,nathan.laurent38437@example.com,paid,2026-08-24 09:31:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2700,camille.simon35157@example.com,refunded,2026-08-24 19:52:00 +0200,EUR,312.30,34.70,0.00,62.46,374.76,197.95,2,Montre Quartz 34mm,149.00,WTC-011
#2700,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2701,lea.leroy34081@example.com,paid,2026-08-24 22:55:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2702,ines.lefebvre77327@example.com,paid,2026-08-24 09:05:00 +0200,EUR,196.20,21.80,0.00,39.24,235.44,,1,Pochette Zippee,69.00,BAG-101
#2702,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#2703,lea.moreau38173@example.com,paid,2026-08-24 13:00:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Pochette Zippee,69.00,BAG-101
#2703,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2704,chloe.garcia1367@example.com,paid,2026-08-24 18:53:00 +0200,EUR,44.10,4.90,5.90,8.82,58.82,,1,Bracelet Acier Noir,49.00,BRW-001
#2705,camille.petit38829@example.com,paid,2026-08-24 15:02:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2706,emma.lefebvre52227@example.com,paid,2026-08-24 10:08:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2707,hugo.garcia37905@example.com,paid,2026-08-24 13:45:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,1,Pochette Zippee,69.00,BAG-101
#2707,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#2708,louis.robert95901@example.com,paid,2026-08-24 18:22:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Porte-cartes,39.00,ACC-201
#2708,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#2709,sarah.laurent7798@example.com,paid,2026-08-24 21:05:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#2710,nathan.moreau47072@example.com,paid,2026-08-24 16:48:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2711,lea.thomas95381@example.com,paid,2026-08-24 16:53:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#2712,sarah.garcia65@example.com,paid,2026-08-24 10:01:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#2713,lucas.lefebvre32270@example.com,paid,2026-08-24 13:48:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2714,louis.martin18480@example.com,paid,2026-08-24 22:25:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2715,nathan.laurent39110@example.com,paid,2026-08-24 09:06:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#2716,chloe.robert35625@example.com,paid,2026-08-24 20:03:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2717,hugo.leroy12916@example.com,paid,2026-08-24 12:34:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2718,lea.bernard11167@example.com,paid,2026-08-24 10:45:00 +0200,EUR,134.10,14.90,0.00,26.82,160.92,,1,Montre Quartz 34mm,149.00,WTC-011
#2719,hugo.simon74150@example.com,paid,2026-08-24 19:09:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2720,lucas.laurent75971@example.com,paid,2026-08-24 18:29:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2721,lucas.martin10842@example.com,paid,2026-08-24 09:48:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,2,Bracelet Cuir Camel,59.00,BRW-002
#2722,camille.martin90@example.com,paid,2026-08-24 20:21:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#2723,camille.simon35157@example.com,paid,2026-08-24 22:54:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2724,chloe.moreau24120@example.com,paid,2026-08-24 10:33:00 +0200,EUR,195.30,21.70,0.00,39.06,234.36,,2,Pochette Zippee,69.00,BAG-101
#2724,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2725,paul.moreau26259@example.com,paid,2026-08-24 18:41:00 +0200,EUR,98.00,0.00,0.00,19.60,117.60,,2,Bracelet Acier Noir,49.00,BRW-001
#2726,sarah.simon91986@example.com,paid,2026-08-24 15:37:00 +0200,EUR,78.00,0.00,5.90,15.60,99.50,,2,Porte-cartes,39.00,ACC-201
#2727,arthur.michel17099@example.com,paid,2026-08-24 11:56:00 +0200,EUR,258.30,28.70,0.00,51.66,309.96,,2,Bracelet Acier Noir,49.00,BRW-001
#2727,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2728,louis.thomas87360@example.com,paid,2026-08-24 10:01:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2729,gabriel.durand69438@example.com,paid,2026-08-24 11:47:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2730,sarah.thomas90181@example.com,paid,2026-08-24 21:03:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2731,sarah.petit43846@example.com,paid,2026-08-24 09:10:00 +0200,EUR,170.10,18.90,0.00,34.02,204.12,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2732,hugo.robert77733@example.com,paid,2026-08-25 20:52:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2733,lucas.dubois63433@example.com,paid,2026-08-25 19:10:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2734,jade.robert84956@example.com,paid,2026-08-25 11:42:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2735,louis.leroy94723@example.com,paid,2026-08-25 10:00:00 +0200,EUR,358.00,0.00,0.00,71.60,429.60,,1,Pochette Zippee,69.00,BAG-101
#2735,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#2736,theo.bernard33012@example.com,paid,2026-08-25 17:27:00 +0200,EUR,158.00,0.00,0.00,31.60,189.60,,2,Ceinture Reversible,79.00,ACC-200
#2737,camille.bernard55910@example.com,paid,2026-08-25 10:53:00 +0200,EUR,322.20,35.80,0.00,64.44,386.64,,1,Pochette Zippee,69.00,BAG-101
#2737,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#2738,sarah.simon27056@example.com,paid,2026-08-25 18:37:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#2739,emma.michel47032@example.com,paid,2026-08-25 19:08:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2740,emma.moreau61726@example.com,paid,2026-08-25 09:32:00 +0200,EUR,578.00,0.00,0.00,115.60,693.60,,2,Montre Automatique 38mm,289.00,WTC-010
#2741,sarah.garcia58514@example.com,paid,2026-08-25 13:30:00 +0200,EUR,555.30,61.70,0.00,111.06,666.36,,2,Montre Automatique 38mm,289.00,WTC-010
#2741,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2742,chloe.martin36668@example.com,paid,2026-08-25 08:57:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2743,camille.michel69522@example.com,paid,2026-08-25 21:43:00 +0200,EUR,170.10,18.90,0.00,34.02,204.12,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2744,camille.martin16152@example.com,paid,2026-08-25 19:17:00 +0200,EUR,228.00,0.00,0.00,45.60,273.60,,1,Ceinture Reversible,79.00,ACC-200
#2744,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#2745,arthur.martin5186@example.com,paid,2026-08-25 16:15:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2746,lucas.simon6631@example.com,paid,2026-08-25 13:44:00 +0200,EUR,187.00,0.00,0.00,37.40,224.40,,1,Bracelet Acier Noir,49.00,BRW-001
#2746,,,,,,,,,,,2,Pochette Zippee,69.00,BAG-101
#2747,camille.petit87812@example.com,paid,2026-08-25 16:32:00 +0200,EUR,134.10,14.90,0.00,26.82,160.92,,1,Montre Quartz 34mm,149.00,WTC-011
#2748,arthur.laurent39338@example.com,paid,2026-08-25 14:01:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#2749,nathan.dubois43133@example.com,paid,2026-08-25 17:12:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#2750,nathan.durand13994@example.com,paid,2026-08-25 17:28:00 +0200,EUR,578.00,0.00,0.00,115.60,693.60,,2,Montre Automatique 38mm,289.00,WTC-010
#2751,chloe.garcia62@example.com,paid,2026-08-25 10:04:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2752,lucas.garcia76@example.com,paid,2026-08-25 18:04:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#2753,paul.lefebvre60@example.com,paid,2026-08-25 17:11:00 +0200,EUR,148.00,0.00,0.00,29.60,177.60,,1,Pochette Zippee,69.00,BAG-101
#2753,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2754,gabriel.garcia37690@example.com,paid,2026-08-25 19:19:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2755,manon.bernard88655@example.com,paid,2026-08-25 14:24:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2756,lucas.petit39398@example.com,paid,2026-08-25 19:22:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2757,manon.moreau7222@example.com,paid,2026-08-25 16:04:00 +0200,EUR,44.10,4.90,5.90,8.82,58.82,,1,Bracelet Acier Noir,49.00,BRW-001
#2758,chloe.laurent75647@example.com,paid,2026-08-25 08:35:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#2759,paul.leroy6959@example.com,paid,2026-08-25 19:45:00 +0200,EUR,205.20,22.80,0.00,41.04,246.24,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2759,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#2760,lucas.petit65213@example.com,paid,2026-08-25 20:06:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2761,manon.laurent34480@example.com,paid,2026-08-25 15:22:00 +0200,EUR,228.00,0.00,0.00,45.60,273.60,,1,Montre Quartz 34mm,149.00,WTC-011
#2761,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#2762,hugo.thomas82580@example.com,paid,2026-08-25 22:43:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2763,arthur.simon8852@example.com,paid,2026-08-26 08:19:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2764,gabriel.robert87768@example.com,paid,2026-08-26 09:01:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2765,louis.bernard51363@example.com,paid,2026-08-26 22:51:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#2766,louis.thomas95851@example.com,paid,2026-08-26 20:19:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#2767,manon.petit66046@example.com,paid,2026-08-26 09:03:00 +0200,EUR,115.20,12.80,0.00,23.04,138.24,,1,Pochette Zippee,69.00,BAG-101
#2767,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#2768,chloe.lefebvre94671@example.com,paid,2026-08-26 12:57:00 +0200,EUR,134.10,14.90,0.00,26.82,160.92,,1,Montre Quartz 34mm,149.00,WTC-011
#2769,lucas.robert26218@example.com,paid,2026-08-26 20:01:00 +0200,EUR,134.10,14.90,0.00,26.82,160.92,,1,Montre Quartz 34mm,149.00,WTC-011
#2770,louis.moreau67977@example.com,paid,2026-08-26 20:50:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#2771,jade.laurent18050@example.com,paid,2026-08-26 11:51:00 +0200,EUR,62.10,6.90,5.90,12.42,80.42,,1,Pochette Zippee,69.00,BAG-101
#2772,gabriel.leroy96753@example.com,paid,2026-08-26 16:20:00 +0200,EUR,358.00,0.00,0.00,71.60,429.60,,1,Montre Automatique 38mm,289.00,WTC-010
#2772,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#2773,jade.leroy38@example.com,paid,2026-08-26 08:50:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2774,louis.simon6934@example.com,paid,2026-08-26 14:21:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2775,camille.martin90@example.com,paid,2026-08-26 22:16:00 +0200,EUR,170.10,18.90,0.00,34.02,204.12,,1,Sac Bandouliere Cuir,189.00,BAG-100
#2776,ines.simon81620@example.com,paid,2026-08-26 12:58:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#2777,ines.leroy2237@example.com,paid,2026-08-26 15:14:00 +0200,EUR,208.00,0.00,0.00,41.60,249.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#2777,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#2778,lucas.durand69@example.com,paid,2026-08-26 12:39:00 +0200,EUR,138.00,0.00,0.00,27.60,165.60,,2,Pochette Zippee,69.00,BAG-101
#2779,lea.bernard94921@example.com,paid,2026-08-26 14:25:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,2,Bracelet Cuir Camel,59.00,BRW-002
#2780,gabriel.durand69438@example.com,paid,2026-08-26 14:27:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#2781,chloe.laurent98@example.com,paid,2026-08-26 19:04:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#2782,gabriel.robert65918@example.com,paid,2026-08-26 18:25:00 +0200,EUR,177.30,19.70,0.00,35.46,212.76,,1,Ceinture Reversible,79.00,ACC-200
#2782,,,,,,,,,,,2,Bracelet Cuir Camel,59.00,BRW-002
#2783,paul.thomas50409@example.com,paid,2026-08-26 16:59:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
